cohort_id,subject_candidacy_id,certified_name,resulting_person_id,luna_report_path,terra_report_path,review_date,review_status,limitations,confirmed_count,held_count,split_count,rejected_count,evidence_urls,primary_rationale
toronto-trustee-2026,can_980559d390bb5a989f597daa3a932014,Stacey Cline,per_1746d5ad37245cee960b86ef19a17377,docs/research/trustee-career/2026/can_980559d390bb5a989f597daa3a932014-luna.md,docs/research/trustee-career/2026/can_980559d390bb5a989f597daa3a932014-terra.md,2026-08-27,reviewed,,1,0,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.tdsb.on.ca/Media/ctl/Details/mid/45105/itemId/442/20250318164153;https://staceycline.ca/;https://www.toronto.ca/wp-content/uploads/2025/03/8d4b-Declaration-of-Results-Trustee-TDSB-Ward-11-By-Election.pdf,Terra independently reviewed the complete Toronto 2003+ search and confirmed 1 prior occurrence(s); its adjudication controls after comparison with Luna.
toronto-trustee-2026,can_caef49e28ab35c5fb3a3711fd31a5bbe,Saherla Osman,per_769ae064e1ca5bbca67965da0560c048,docs/research/trustee-career/2026/can_caef49e28ab35c5fb3a3711fd31a5bbe-luna.md,docs/research/trustee-career/2026/can_caef49e28ab35c5fb3a3711fd31a5bbe-terra.md,2026-08-27,reviewed,,0,0,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.smilecan.org/about-us,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna.
toronto-trustee-2026,can_b6cae47cada7527bbcbba6257c5ae67e,Sarah Smithies,per_311f804e0080520a9dce6ab5ccff78a4,docs/research/trustee-career/2026/can_b6cae47cada7527bbcbba6257c5ae67e-luna.md,docs/research/trustee-career/2026/can_b6cae47cada7527bbcbba6257c5ae67e-terra.md,2026-08-27,reviewed,,0,0,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://pvonline.ca/2026/08/26/sarah-smithies-running-for-toronto-school-trustee-as-ford-government-attacks-local-democracy/,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna.
toronto-trustee-2026,can_b224bbdcb6f75bf9ab2e818f00be2435,John Vassal,,docs/research/trustee-career/2026/can_b224bbdcb6f75bf9ab2e818f00be2435-luna.md,docs/research/trustee-career/2026/can_b224bbdcb6f75bf9ab2e818f00be2435-terra.md,2026-08-27,reviewed_with_limitations,One or more plausible prior occurrences could not be linked with sufficient evidence.,0,4,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/wp-content/uploads/2017/08/9783-election-2010-clerksofficialdeclaration.pdf;https://www.toronto.ca/wp-content/uploads/2017/08/9059-election-2014-clerksofficialdeclarationofresults.pdf;https://www.toronto.ca/wp-content/uploads/2018/10/97da-2018clerksofficialdeclarationofresults.pdf;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna. Sol independently re-reviewed every occurrence Terra had held.
toronto-trustee-2026,can_7a668b3b98d35daa915ae28fc4204ae2,Malik Ahmad,,docs/research/trustee-career/2026/can_7a668b3b98d35daa915ae28fc4204ae2-luna.md,docs/research/trustee-career/2026/can_7a668b3b98d35daa915ae28fc4204ae2-terra.md,2026-08-27,reviewed_with_limitations,One or more plausible prior occurrences could not be linked with sufficient evidence.,0,3,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://thelocal.to/scarborough-southwest-by-election-candidates-2023-city-council/;https://www.toronto.ca/wp-content/uploads/2017/08/9783-election-2010-clerksofficialdeclaration.pdf;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://www.toronto.ca/wp-content/uploads/2023/12/94c0-Declaration-of-Results-for-the-Councillor-Ward-20-ByElection-Final.pdf,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna. Sol independently re-reviewed every occurrence Terra had held.
toronto-trustee-2026,can_3fd9bf5aab3652fc8710e2fb9b72e168,Azim Dewan,,docs/research/trustee-career/2026/can_3fd9bf5aab3652fc8710e2fb9b72e168-luna.md,docs/research/trustee-career/2026/can_3fd9bf5aab3652fc8710e2fb9b72e168-terra.md,2026-08-27,reviewed_with_limitations,One or more plausible prior occurrences could not be linked with sufficient evidence.,0,1,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://elections.ontarioschooltrustees.org/ResourceToolKit/2014ElectionResults/Query.aspx?board=Toronto+District+School+Board&lang=en;https://www.birchcliffnews.com/trustee-moyer-on-defensive/;https://www.toronto.ca/wp-content/uploads/2017/08/9059-election-2014-clerksofficialdeclarationofresults.pdf,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna. Sol independently re-reviewed every occurrence Terra had held.
toronto-trustee-2026,can_8076abf4a10552f8bb04fa484ec74c3d,Karen Emerson,per_6cc973f9489458b4880cfb3a86e143ec,docs/research/trustee-career/2026/can_8076abf4a10552f8bb04fa484ec74c3d-luna.md,docs/research/trustee-career/2026/can_8076abf4a10552f8bb04fa484ec74c3d-terra.md,2026-08-27,reviewed,,0,0,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna.
toronto-trustee-2026,can_2c8f5a36cc6057549899360a49a4182a,Ahnaaf Hassan,per_5749a32fa0a05498aa34ae5071f37f1c,docs/research/trustee-career/2026/can_2c8f5a36cc6057549899360a49a4182a-luna.md,docs/research/trustee-career/2026/can_2c8f5a36cc6057549899360a49a4182a-terra.md,2026-08-27,reviewed,,0,0,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.tdsb.on.ca/home/ctl/Details/mid/43823/itemId/434/20250228102117,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna.
toronto-trustee-2026,can_f522f78a24de5f9195043e5091a4906e,Md Sazibul Islam,per_e2207d758b4b5d44bfd82a9b7c6397a2,docs/research/trustee-career/2026/can_f522f78a24de5f9195043e5091a4906e-luna.md,docs/research/trustee-career/2026/can_f522f78a24de5f9195043e5091a4906e-terra.md,2026-08-27,reviewed,,0,0,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna.
toronto-trustee-2026,can_860f8fe35a785ef1b8adc09927d517da,Glenn Kremp,per_9bab7131b4ce5537801259275f1ffdc5,docs/research/trustee-career/2026/can_860f8fe35a785ef1b8adc09927d517da-luna.md,docs/research/trustee-career/2026/can_860f8fe35a785ef1b8adc09927d517da-terra.md,2026-08-27,reviewed,,0,0,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://schoolweb.tdsb.on.ca/birchcliff/School-Advisory-Council-SAC,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna.
toronto-trustee-2026,can_f45567e7c92656f88222bb24d854e9a9,Shawn Li,per_88e4fbe8e92f55329b7b2f5b1d978e42,docs/research/trustee-career/2026/can_f45567e7c92656f88222bb24d854e9a9-luna.md,docs/research/trustee-career/2026/can_f45567e7c92656f88222bb24d854e9a9-terra.md,2026-08-27,reviewed,,0,0,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna.
toronto-trustee-2026,can_990783c8b1b75211892caa7a4326511e,Jocelyne Poirier,,docs/research/trustee-career/2026/can_990783c8b1b75211892caa7a4326511e-luna.md,docs/research/trustee-career/2026/can_990783c8b1b75211892caa7a4326511e-terra.md,2026-08-27,reviewed_with_limitations,One or more plausible prior occurrences could not be linked with sufficient evidence.,0,1,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.elections.ca/Scripts/vis/Candidates?ED=35007&EV=99&EV_TYPE=6&L=e&PAGEID=17&PROV=QC&QID=-1;https://www.elections.ca/Scripts/vis/PastResults?ED=35007&EV=65&EV_TYPE=6&L=e&PAGEID=28&PROV=ON&QID=-1;https://beachmetro.com/2025/04/15/federal-election-beaches-east-york-conservative-candidate-jocelyne-poirier-answers-our-questions/,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna. Sol independently re-reviewed every occurrence Terra had held.
toronto-trustee-2026,can_5f7f158aef535d02960dc4c058b3359a,Marisa Sterling,,docs/research/trustee-career/2026/can_5f7f158aef535d02960dc4c058b3359a-luna.md,docs/research/trustee-career/2026/can_5f7f158aef535d02960dc4c058b3359a-terra.md,2026-08-27,reviewed_with_limitations,One or more plausible prior occurrences could not be linked with sufficient evidence.,0,1,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.peo.on.ca/about-peo/council/2019-2020-council/marisa-sterling-peng-fec;https://results.elections.on.ca/api/report-groups/3/report-outputs/499/csv,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna. Sol independently re-reviewed every occurrence Terra had held.
toronto-trustee-2026,can_0bec302f9a5656f68d9317faf79bd81c,Frank D'Amico,per_560f8e733f03582da9f59904430cc506,docs/research/trustee-career/2026/can_0bec302f9a5656f68d9317faf79bd81c-luna.md,docs/research/trustee-career/2026/can_0bec302f9a5656f68d9317faf79bd81c-terra.md,2026-08-27,reviewed,,5,0,0,1,https://www.toronto.ca/wp-content/uploads/2026/08/8ed9-2026-Declaration-of-Acclamation.pdf;https://www.tcdsb.org/page/board-of-trustees;https://thelocal.to/toronto-mayor-candidates-2023/;https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/1ed53c9d-a316-465e-96ce-e72be74f8aa9/download/2003-results.zip;https://www.toronto.ca/wp-content/uploads/2017/08/9783-election-2010-clerksofficialdeclaration.pdf;https://www.toronto.ca/wp-content/uploads/2018/10/97da-2018clerksofficialdeclarationofresults.pdf,Terra independently reviewed the complete Toronto 2003+ search and confirmed 5 prior occurrence(s); its adjudication controls after comparison with Luna.
toronto-trustee-2026,can_be841f8d506757cfb0c1b93dd102e85f,Geneviève Oger,per_6565a5b11fc255299b2d7ddd744ad643,docs/research/trustee-career/2026/can_be841f8d506757cfb0c1b93dd102e85f-luna.md,docs/research/trustee-career/2026/can_be841f8d506757cfb0c1b93dd102e85f-terra.md,2026-08-27,reviewed,,2,0,0,0,https://www.toronto.ca/wp-content/uploads/2026/08/8ed9-2026-Declaration-of-Acclamation.pdf;https://viamonde-website.preprod.unimatrix.lbo.qa/viamonde/gouvernance/membres;https://csv.genevieveoger.com/2025/12/29/lettre-de-fin-dannee-2025-de-votre-conseillere-scolaire-ouest-de-toronto/;https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/2fcd5f20-90f5-4dd0-88eb-22e978b9bf89/download/2018-results.zip;https://www.toronto.ca/wp-content/uploads/2022/08/8e0d-Declaration-of-Acclamation.pdf,Terra independently reviewed the complete Toronto 2003+ search and confirmed 2 prior occurrence(s); its adjudication controls after comparison with Luna.
toronto-trustee-2026,can_dd2201161043523fa07a932b7990349a,Sara Concordia,per_c13ac5915f01555b82e9e978d415e719,docs/research/trustee-career/2026/can_dd2201161043523fa07a932b7990349a-luna.md,docs/research/trustee-career/2026/can_dd2201161043523fa07a932b7990349a-terra.md,2026-08-27,reviewed,,0,0,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna.
toronto-trustee-2026,can_b9b5b55f5f265132afd62fd721c56705,Markus de Domenico,per_708b2db06a7a5192842e697cc167a88b,docs/research/trustee-career/2026/can_b9b5b55f5f265132afd62fd721c56705-luna.md,docs/research/trustee-career/2026/can_b9b5b55f5f265132afd62fd721c56705-terra.md,2026-08-27,reviewed,,2,0,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.tcdsb.org/article/1883692;https://www.toronto.ca/wp-content/uploads/2018/10/97da-2018clerksofficialdeclarationofresults.pdf;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf,Terra independently reviewed the complete Toronto 2003+ search and confirmed 2 prior occurrence(s); its adjudication controls after comparison with Luna.
toronto-trustee-2026,can_c43ef763892b58168e61705d887e1c97,Ida Li Preti,per_4fd87e6b870e500d92009bb5ce7af7c1,docs/research/trustee-career/2026/can_c43ef763892b58168e61705d887e1c97-luna.md,docs/research/trustee-career/2026/can_c43ef763892b58168e61705d887e1c97-terra.md,2026-08-27,reviewed,,3,0,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/legdocs/mmis/2023/ca/bgrd/backgroundfile-230612.pdf;https://assets.tcdsb.org/TCDSB/5771356/tcdsb-budget-estimates-report-2025-2026.pdf;https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/2fcd5f20-90f5-4dd0-88eb-22e978b9bf89/download/2018-results.zip;https://www.elections.on.ca/content/dam/NGW/sitecontent/2022/results/Vote%20Totals%20From%20Official%20Tabulation%20-%20Humber%20River%E2%80%94Black%20Creek%20041.pdf;https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3ad371de-7c51-45d3-9ea4-0b4efac5fc2b/download/2022-results.zip;https://ontarioliberal.ca/humber-river-black-creek-nomination/;https://thelocal.to/ward-7-humber-river-black-creek/,Terra independently reviewed the complete Toronto 2003+ search and confirmed 3 prior occurrence(s); its adjudication controls after comparison with Luna. Sol independently re-reviewed every occurrence Terra had held.
toronto-trustee-2026,can_2975279df8ce5342b8cf405d186453ca,Susel Munoz Plasencia,per_8fb70544db8b5c37aacad9ea906ac6c3,docs/research/trustee-career/2026/can_2975279df8ce5342b8cf405d186453ca-luna.md,docs/research/trustee-career/2026/can_2975279df8ce5342b8cf405d186453ca-terra.md,2026-08-27,reviewed,,0,0,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna.
toronto-trustee-2026,can_0f374e3c7faf50efad35d99d3ded7c81,Axel Arvizu,,docs/research/trustee-career/2026/can_0f374e3c7faf50efad35d99d3ded7c81-luna.md,docs/research/trustee-career/2026/can_0f374e3c7faf50efad35d99d3ded7c81-terra.md,2026-08-27,reviewed_with_limitations,One or more plausible prior occurrences could not be linked with sufficient evidence.,0,1,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://canada-info.ca/en/toronto-votes-2022-entrepreneur-axel-arvizu-joins-the-ward-11-race/;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://axelarvizu5.wixsite.com/axelarvizu,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna. Sol independently re-reviewed every occurrence Terra had held.
toronto-trustee-2026,can_01172eb55cf256048374d94ac7781410,Gladstone Cherrington,per_76ceb4bd77eb5da7837ab422228e4680,docs/research/trustee-career/2026/can_01172eb55cf256048374d94ac7781410-luna.md,docs/research/trustee-career/2026/can_01172eb55cf256048374d94ac7781410-terra.md,2026-08-27,reviewed,,0,0,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.fask.ca/candidate/gladstone-cherrington-trustee-3-11,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna.
toronto-trustee-2026,can_ebe410d080165a28b82f117b6af06140,Adam Golding,per_5d9b1cbc232752a6a673870fddc99816,docs/research/trustee-career/2026/can_ebe410d080165a28b82f117b6af06140-luna.md,docs/research/trustee-career/2026/can_ebe410d080165a28b82f117b6af06140-terra.md,2026-08-27,reviewed,,3,0,0,0,https://nsscouncil.com/wp-content/uploads/2025/01/Adam-Golding-Responses.pdf;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://www.tdsb.on.ca/Leadership/Agendas-Minutes-Decisions/Type/M/Year/2025?Filename=250416.pdf;https://www.elections.ca/Scripts/vis/PastResults?ED=35112&EV=99&EV_TYPE=6&L=e&MAPID=35052&PAGEID=28&QID=-1;https://adamgolding.ca/;https://en.wikipedia.org/wiki/By-elections_to_the_45th_Canadian_Parliament,Terra independently reviewed the complete Toronto 2003+ search and confirmed 3 prior occurrence(s); its adjudication controls after comparison with Luna. Sol independently re-reviewed every occurrence Terra had held.
toronto-trustee-2026,can_ea87f678374751f0983b5f6848ce6b59,Tasha Kheiriddin,per_b736edeec5c8510383cd04ff43bac257,docs/research/trustee-career/2026/can_ea87f678374751f0983b5f6848ce6b59-luna.md,docs/research/trustee-career/2026/can_ea87f678374751f0983b5f6848ce6b59-terra.md,2026-08-27,reviewed,,0,0,0,0,https://www.votetasha.ca/about;https://pub-tdsb.escribemeetings.com/filestream.ashx?DocumentId=17713;https://www.toronto.ca/legdocs/2005/agendas/council/cc050221/pof3rpt/cl001.pdf;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna.
toronto-trustee-2026,can_76567c8edf995fafadd960dfba8bfc6a,Nasir Mohammad,per_97b70f56576e528697f539ab3d083a9f,docs/research/trustee-career/2026/can_76567c8edf995fafadd960dfba8bfc6a-luna.md,docs/research/trustee-career/2026/can_76567c8edf995fafadd960dfba8bfc6a-terra.md,2026-08-27,reviewed,,0,0,0,0,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna.
toronto-trustee-2026,can_3f03082b897b5f678b63116eaa7b9871,Shaffni Nalir,per_14068f8b7b7e5df097881049c65b40b6,docs/research/trustee-career/2026/can_3f03082b897b5f678b63116eaa7b9871-luna.md,docs/research/trustee-career/2026/can_3f03082b897b5f678b63116eaa7b9871-terra.md,2026-08-27,reviewed,,0,0,0,0,https://publications.gc.ca/collections/collection_2024/parl/xc66-1/XC66-1-2-441-107-eng.pdf;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna.
toronto-trustee-2026,can_9d5866ae07e957428f16ad530a1999a4,Theo Nazary,per_2dc5c0d376c45fa399f3a497f8d5606a,docs/research/trustee-career/2026/can_9d5866ae07e957428f16ad530a1999a4-luna.md,docs/research/trustee-career/2026/can_9d5866ae07e957428f16ad530a1999a4-terra.md,2026-08-27,reviewed,,0,0,0,0,https://www.torontomu.ca/jack-layton-chair/Collaborators/;https://secure.toronto.ca/council/agenda-item.do?item=2017.AA10.4;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,Terra independently reviewed the complete Toronto 2003+ search; its adjudication controls after comparison with Luna.
toronto-trustee-2026,can_eaaf331141da5743a5e9fe87cbfc73e4,Deborah Williams,per_cfcdf6426cf35730a107cfb957785eff,docs/research/trustee-career/2026/can_eaaf331141da5743a5e9fe87cbfc73e4-luna.md,docs/research/trustee-career/2026/can_eaaf331141da5743a5e9fe87cbfc73e4-terra.md,2026-08-27,reviewed,,1,0,0,0,https://elections.ontarioschooltrustees.org/2022Election/Query.aspx?board=Toronto+District+School+Board&lang=en;https://www.tdsb.on.ca/About-Us/Strategy-Planning/Search-All-Reviews/id/179;https://tdsbwwwtst.tdsb.on.ca/Find-your/Schools/schno/5271;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,Terra independently reviewed the complete Toronto 2003+ search and confirmed 1 prior occurrence(s); its adjudication controls after comparison with Luna.
