curation_key,endorser_key,expected_event_id,election_date,office_type,official_district_id,coverage_state,assessed_through,coverage_basis,evidence_url,verification_report_path,search_certificate_path
star_2016_w02_council_bounded_search,toronto_star_editorial_board,evt_552c4874312956ae84afbbc5ee91b0f7,2016-07-25,councillor,,partially_searched,2026-08-28,Authenticated ProQuest bounded pre-poll search reviewed 1 indexed record; no editorial-board selection was identified.,https://www.thestar.com/,docs/research/endorsement-census-terra-authenticated-verification-2003-2018.md,docs/research/endorsement-census-star-utoronto-proquest-evidence-2026-08-28.md
sun_2016_w02_council_bounded_search,toronto_sun_editorial_board,evt_552c4874312956ae84afbbc5ee91b0f7,2016-07-25,councillor,,partially_searched,2026-08-22,Ward 2 by-election search logged; no importable positive recovered.,https://torontosun.com/,docs/research/endorsement-coverage-terra-verification-editorial.md,docs/research/endorsement-coverage-luna-editorial-2003-2025.md
star_2017_w42_council_bounded_search,toronto_star_editorial_board,evt_b8284a5341635f79babdf7ddc512c2f6,2017-02-13,councillor,,partially_searched,2026-08-28,Authenticated ProQuest bounded pre-poll search reviewed 5 indexed records; no editorial-board selection was identified.,https://www.thestar.com/,docs/research/endorsement-census-terra-authenticated-verification-2003-2018.md,docs/research/endorsement-census-star-utoronto-proquest-evidence-2026-08-28.md
sun_2017_w42_council_bounded_search,toronto_sun_editorial_board,evt_b8284a5341635f79babdf7ddc512c2f6,2017-02-13,councillor,,partially_searched,2026-08-22,Ward 42 by-election search logged; no importable positive recovered.,https://torontosun.com/,docs/research/endorsement-coverage-terra-verification-editorial.md,docs/research/endorsement-coverage-luna-editorial-2003-2025.md
sun_2018_council_editorial_slate,toronto_sun_editorial_board,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,,comprehensive_source_found,2026-08-28,"Authenticated publisher editorial provides at least one positive choice in every Ward 1-25, including two choices in Wards 15 and 20.",https://www.proquest.com/docview/2125467176,docs/research/endorsement-census-terra-authenticated-verification-2003-2018.md,docs/research/endorsement-census-sun-utoronto-proquest-evidence-2026-08-28.md
star_2021_w22_council_bounded_search,toronto_star_editorial_board,evt_50c15fe55fa753fba75abfada8da3c38,2021-01-15,councillor,,partially_searched,2026-08-28,Authenticated ProQuest bounded pre-poll search reviewed 3 indexed records; no editorial-board selection was identified.,https://www.thestar.com/,docs/research/endorsement-census-terra-authenticated-verification-2003-2018.md,docs/research/endorsement-census-star-utoronto-proquest-evidence-2026-08-28.md
sun_2021_w22_council_bounded_search,toronto_sun_editorial_board,evt_50c15fe55fa753fba75abfada8da3c38,2021-01-15,councillor,,partially_searched,2026-08-22,Ward 22 by-election search logged; no importable positive recovered.,https://torontosun.com/,docs/research/endorsement-coverage-terra-verification-editorial.md,docs/research/endorsement-coverage-luna-editorial-2003-2025.md
sun_2022_mayor_bounded_search,toronto_sun_editorial_board,evt_a52ef78967f05336bdb5d591fd50f122,2022-10-24,mayor,,partially_searched,2026-08-22,Bounded publisher/archive search logged; no importable positive recovered.,https://torontosun.com/,docs/research/endorsement-coverage-terra-verification-editorial.md,docs/research/endorsement-coverage-luna-editorial-2003-2025.md
sun_2022_council_bounded_search,toronto_sun_editorial_board,evt_a52ef78967f05336bdb5d591fd50f122,2022-10-24,councillor,,partially_searched,2026-08-22,Bounded publisher/archive search logged; no importable positive recovered.,https://torontosun.com/,docs/research/endorsement-coverage-terra-verification-editorial.md,docs/research/endorsement-coverage-luna-editorial-2003-2025.md
star_2023_w20_council_bounded_search,toronto_star_editorial_board,evt_ee5715a80b5a532c8b778d94f6b7c9b8,2023-11-30,councillor,,partially_searched,2026-08-28,Authenticated ProQuest bounded pre-poll search reviewed 6 indexed records; no editorial-board selection was identified.,https://www.thestar.com/,docs/research/endorsement-census-terra-authenticated-verification-2003-2018.md,docs/research/endorsement-census-star-utoronto-proquest-evidence-2026-08-28.md
sun_2023_w20_council_bounded_search,toronto_sun_editorial_board,evt_ee5715a80b5a532c8b778d94f6b7c9b8,2023-11-30,councillor,,partially_searched,2026-08-22,Ward 20 by-election search logged; no importable positive recovered.,https://torontosun.com/,docs/research/endorsement-coverage-terra-verification-editorial.md,docs/research/endorsement-coverage-luna-editorial-2003-2025.md
star_2024_w15_council_bounded_search,toronto_star_editorial_board,evt_af73d490abf95ffdae38ca2c830e51f4,2024-11-04,councillor,,partially_searched,2026-08-28,Authenticated ProQuest bounded pre-poll search reviewed 7 indexed records; no editorial-board selection was identified.,https://www.thestar.com/,docs/research/endorsement-census-terra-authenticated-verification-2003-2018.md,docs/research/endorsement-census-star-utoronto-proquest-evidence-2026-08-28.md
sun_2024_w15_council_bounded_search,toronto_sun_editorial_board,evt_af73d490abf95ffdae38ca2c830e51f4,2024-11-04,councillor,,partially_searched,2026-08-22,Ward 15 by-election search logged; no importable positive recovered.,https://torontosun.com/,docs/research/endorsement-coverage-terra-verification-editorial.md,docs/research/endorsement-coverage-luna-editorial-2003-2025.md
star_2025_w25_council_bounded_search,toronto_star_editorial_board,evt_ca435dada07f5ed9b041b7c3d24de732,2025-09-29,councillor,,partially_searched,2026-08-28,Authenticated ProQuest bounded pre-poll search reviewed 4 indexed records; no editorial-board selection was identified.,https://www.thestar.com/,docs/research/endorsement-census-terra-authenticated-verification-2003-2018.md,docs/research/endorsement-census-star-utoronto-proquest-evidence-2026-08-28.md
sun_2025_w25_council_bounded_search,toronto_sun_editorial_board,evt_ca435dada07f5ed9b041b7c3d24de732,2025-09-29,councillor,,partially_searched,2026-08-22,Ward 25 by-election search logged; no importable positive recovered.,https://torontosun.com/,docs/research/endorsement-coverage-terra-verification-editorial.md,docs/research/endorsement-coverage-luna-editorial-2003-2025.md
progress_2018_mayor_bounded_search,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,mayor,,partially_searched,2026-08-22,Exact-entity campaign pages checked; no direct mayoral choice recovered.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w01_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-1,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w02_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-2,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w03_morley_choice,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-3,comprehensive_source_found,2026-08-22,Direct first-party campaign choice recovered for this contest.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w04_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-4,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w05_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-5,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w06_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-6,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w07_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-7,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w08_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-8,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w09_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-9,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w10_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-10,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w11_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-11,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w12_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-12,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w13_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-13,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w14_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-14,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w15_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-15,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w16_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-16,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w17_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-17,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w18_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-18,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w19_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-19,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w20_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-20,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w21_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-21,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w22_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-22,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w23_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-23,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w24_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-24,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2018_w25_partial,progress_toronto,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-25,partially_searched,2026-08-22,Action-plan search is not a complete named slate.,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2021_w22_wong_choice,progress_toronto,evt_50c15fe55fa753fba75abfada8da3c38,2021-01-15,councillor,ward-22,comprehensive_source_found,2026-08-22,Direct first-party campaign choice recovered for this contest.,https://www.progresstoronto.ca/updates/2020/12/15/by-election-update-manna-wong-is-our-progressive-champion,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
progress_2023_w20_bounded_search,progress_toronto,evt_ee5715a80b5a532c8b778d94f6b7c9b8,2023-11-30,councillor,,partially_searched,2026-08-22,Exact-entity search logged; recovered training material is not an endorsement.,https://www.progresstoronto.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
ett_2003_mayor_bounded_search,ett,evt_d89f777f34365c37b114ca39fb376591,2003-11-10,mayor,,partially_searched,2026-08-22,Audited exact-entity/site and archive search; no complete slate or choice source recovered.,https://ett.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
ett_2003_council_bounded_search,ett,evt_d89f777f34365c37b114ca39fb376591,2003-11-10,councillor,,partially_searched,2026-08-22,Audited exact-entity/site and archive search; no complete slate or choice source recovered.,https://ett.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
ett_2006_mayor_bounded_search,ett,evt_159f073fa6f15c23a840651723d3c3af,2006-11-13,mayor,,partially_searched,2026-08-22,Audited exact-entity/site and archive search; no complete slate or choice source recovered.,https://ett.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
ett_2006_council_bounded_search,ett,evt_159f073fa6f15c23a840651723d3c3af,2006-11-13,councillor,,partially_searched,2026-08-22,Audited exact-entity/site and archive search; no complete slate or choice source recovered.,https://ett.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
ett_2010_mayor_bounded_search,ett,evt_5a786c1da7ec5e758036205f04351fc5,2010-10-25,mayor,,partially_searched,2026-08-22,Audited exact-entity/site and archive search; no complete slate or choice source recovered.,https://ett.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
ett_2010_council_bounded_search,ett,evt_5a786c1da7ec5e758036205f04351fc5,2010-10-25,councillor,,partially_searched,2026-08-22,Audited exact-entity/site and archive search; no complete slate or choice source recovered.,https://ett.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
ett_2014_council_bounded_search,ett,evt_54673fd104ab5ef08eb865e162ac040c,2014-10-27,councillor,,partially_searched,2026-08-22,Audited exact-entity/site and archive search; no complete slate or choice source recovered.,https://ett.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
ett_2016_w02_bounded_search,ett,evt_552c4874312956ae84afbbc5ee91b0f7,2016-07-25,councillor,,partially_searched,2026-08-22,Audited exact-entity/site and archive search; no complete slate or choice source recovered.,https://ett.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
ett_2017_w42_bounded_search,ett,evt_b8284a5341635f79babdf7ddc512c2f6,2017-02-13,councillor,,partially_searched,2026-08-22,Audited exact-entity/site and archive search; no complete slate or choice source recovered.,https://ett.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
ett_2018_council_bounded_search,ett,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,,partially_searched,2026-08-22,Audited exact-entity/site and archive search; no complete slate or choice source recovered.,https://ett.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
ett_2022_mayor_bounded_search,ett,evt_a52ef78967f05336bdb5d591fd50f122,2022-10-24,mayor,,partially_searched,2026-08-22,Audited exact-entity/site and archive search; no complete slate or choice source recovered.,https://ett.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
ett_2022_council_bounded_search,ett,evt_a52ef78967f05336bdb5d591fd50f122,2022-10-24,councillor,,partially_searched,2026-08-22,Audited exact-entity/site and archive search; no complete slate or choice source recovered.,https://ett.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
ett_2023_w20_bounded_search,ett,evt_ee5715a80b5a532c8b778d94f6b7c9b8,2023-11-30,councillor,,partially_searched,2026-08-22,Audited exact-entity/site and archive search; no complete slate or choice source recovered.,https://ett.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
ett_2024_w15_bounded_search,ett,evt_af73d490abf95ffdae38ca2c830e51f4,2024-11-04,councillor,,partially_searched,2026-08-22,Audited exact-entity/site and archive search; no complete slate or choice source recovered.,https://ett.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
ett_2025_w25_bounded_search,ett,evt_ca435dada07f5ed9b041b7c3d24de732,2025-09-29,councillor,,partially_searched,2026-08-22,Audited exact-entity/site and archive search; no complete slate or choice source recovered.,https://ett.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
cupe_2003_mayor_bounded_search,cupe_ontario,evt_d89f777f34365c37b114ca39fb376591,2003-11-10,mayor,,partially_searched,2026-08-22,Miller remains unresolved; no exact-entity fact.,https://cupe.on.ca/d307/gloves-off-jane-mayoral,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
cupe_2006_mayor_bounded_search,cupe_ontario,evt_159f073fa6f15c23a840651723d3c3af,2006-11-13,mayor,,partially_searched,2026-08-22,Pitfield opposition is not a positive choice.,https://cupe.on.ca/d307/gloves-off-jane-mayoral,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
cupe_2014_mayor_bounded_search,cupe_ontario,evt_54673fd104ab5ef08eb865e162ac040c,2014-10-27,mayor,,partially_searched,2026-08-22,No direct CUPE Ontario choice recovered.,https://cupe.on.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
cupe_2018_mayor_bounded_search,cupe_ontario,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,mayor,,partially_searched,2026-08-22,Bill 5 advocacy is not a candidate choice.,https://cupe.on.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
cupe_2022_mayor_bounded_search,cupe_ontario,evt_a52ef78967f05336bdb5d591fd50f122,2022-10-24,mayor,,partially_searched,2026-08-22,No direct CUPE Ontario choice recovered.,https://cupe.on.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
cupe_2003_council_bounded_search,cupe_ontario,evt_d89f777f34365c37b114ca39fb376591,2003-11-10,councillor,,partially_searched,2026-08-22,Audited exact-entity council search; no complete slate or choice source recovered.,https://cupe.on.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
cupe_2006_council_bounded_search,cupe_ontario,evt_159f073fa6f15c23a840651723d3c3af,2006-11-13,councillor,,partially_searched,2026-08-22,Audited exact-entity council search; no complete slate or choice source recovered.,https://cupe.on.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
cupe_2010_council_bounded_search,cupe_ontario,evt_5a786c1da7ec5e758036205f04351fc5,2010-10-25,councillor,,partially_searched,2026-08-22,Audited exact-entity council search; no complete slate or choice source recovered.,https://cupe.on.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
cupe_2014_council_bounded_search,cupe_ontario,evt_54673fd104ab5ef08eb865e162ac040c,2014-10-27,councillor,,partially_searched,2026-08-22,Audited exact-entity council search; no complete slate or choice source recovered.,https://cupe.on.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
cupe_2016_w02_council_bounded_search,cupe_ontario,evt_552c4874312956ae84afbbc5ee91b0f7,2016-07-25,councillor,,partially_searched,2026-08-22,Audited exact-entity council search; no complete slate or choice source recovered.,https://cupe.on.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
cupe_2017_w42_council_bounded_search,cupe_ontario,evt_b8284a5341635f79babdf7ddc512c2f6,2017-02-13,councillor,,partially_searched,2026-08-22,Audited exact-entity council search; no complete slate or choice source recovered.,https://cupe.on.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
