cohort_id,subject_candidacy_id,certified_name,certified_name_raw,represented_body,official_district_id,contest_id,source_order,current_person_id,proposed_target_person_id,source_release,source_commit
toronto-trustee-2026,can_ea87f678374751f0983b5f6848ce6b59,Tasha Kheiriddin,"Kheiriddin, Tasha",toronto_district_school_board,7,con_c213b726359954a995e73b8258d18962,4,per_b736edeec5c8510383cd04ff43bac257,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_76567c8edf995fafadd960dfba8bfc6a,Nasir Mohammad,"Mohammad, Nasir",toronto_district_school_board,7,con_c213b726359954a995e73b8258d18962,5,per_97b70f56576e528697f539ab3d083a9f,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_3f03082b897b5f678b63116eaa7b9871,Shaffni Nalir,"Nalir, Shaffni",toronto_district_school_board,7,con_c213b726359954a995e73b8258d18962,6,per_14068f8b7b7e5df097881049c65b40b6,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_9d5866ae07e957428f16ad530a1999a4,Theo Nazary,"Nazary, Theo",toronto_district_school_board,7,con_c213b726359954a995e73b8258d18962,7,per_2dc5c0d376c45fa399f3a497f8d5606a,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_eaaf331141da5743a5e9fe87cbfc73e4,Deborah Williams,"Williams, Deborah",toronto_district_school_board,7,con_c213b726359954a995e73b8258d18962,8,,per_cfcdf6426cf35730a107cfb957785eff,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_e42ba466410057ac951b8a14440c49c6,Maria Borreca,"Borreca, Maria",toronto_catholic_district_school_board,4,con_8df041ecda01541b99e89ea83e1ab3cf,1,per_5124028b1b8e5ca19750424dbddbfb69,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_4b9c0c3975265308b0e050b612a05da2,Peter Fracassi,"Fracassi, Peter",toronto_catholic_district_school_board,4,con_8df041ecda01541b99e89ea83e1ab3cf,2,per_827dfbbda6c25a57a8de7b4f80cb870a,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_e51ffe35a51f5794b51c81ab5ad77cbc,Teresa Lubinski,"Lubinski, Teresa",toronto_catholic_district_school_board,4,con_8df041ecda01541b99e89ea83e1ab3cf,3,,per_0277eb81ad4d5dc7a2bc6e55e4756875,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_333b58acfcd252b9b730bdee59c14909,Safiya Ansari,"Ansari, Safiya",toronto_district_school_board,12,con_46168ef4c0a5528787058bc5a5c98303,1,per_ca052c2f0bd9559f94fd70dcec007cff,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_607efb391571594e977ad02672037327,Darren Frake,"Frake, Darren",toronto_district_school_board,12,con_46168ef4c0a5528787058bc5a5c98303,2,,per_f7d4c7ff572152e19f4811524a382669,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_7b4b0ea086df596fbb7d773fc59d64ef,Aria Garcia,"Garcia, Aria",toronto_district_school_board,12,con_46168ef4c0a5528787058bc5a5c98303,3,per_81d5689e16db5b7da90c275c5fe99914,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_5b869f11c2e7501e8360fe5110cb4c1e,Gary McBean,"McBean, Gary",toronto_district_school_board,12,con_46168ef4c0a5528787058bc5a5c98303,4,,per_a18d65068c13549f8923dd682232564e,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_57ef18de278e5abdabf014c172641e96,Vimuththan Nantheeswarar,"Nantheeswarar, Vimuththan",toronto_district_school_board,12,con_46168ef4c0a5528787058bc5a5c98303,5,per_062d25cea042519c952735824b040b36,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_e774167e9f6c5178b56326acdfda9279,Ketan Purohit,"Purohit, Ketan",toronto_district_school_board,12,con_46168ef4c0a5528787058bc5a5c98303,6,per_3512f056afe85c658d9d3ddea6a20eca,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_c9f5d329538656ab8517f5c70c4b6939,Anu Sriskandarajah,"Sriskandarajah, Anu",toronto_district_school_board,12,con_46168ef4c0a5528787058bc5a5c98303,7,,per_3c246b205ffd55298633b81a804f8b82,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_50bb1753ca4b578ca50b7ae0fc5a3cb1,Sherri Williams,"Williams, Sherri",toronto_district_school_board,12,con_46168ef4c0a5528787058bc5a5c98303,8,per_008f650ff9bb5b2badf1507ac0d58280,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_f06a857d2fc055c8bdcbd1222e6a13ba,Marcia Wilson,"Wilson, Marcia",toronto_district_school_board,12,con_46168ef4c0a5528787058bc5a5c98303,9,per_6eacbd29fe695981b565ae791e9102b6,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_00559d83c281555b8fb8ef52039a18c3,Matt Banninga,"Banninga, Matt",toronto_district_school_board,3,con_ad4f5205b3585964a574d5cb184c0015,1,per_a260196af7e75abc85b6e818c7aa19da,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_30a3b17f2636579aa3e5b4bf92256517,Daniel Choi,"Choi, Daniel",toronto_district_school_board,3,con_ad4f5205b3585964a574d5cb184c0015,2,per_7bbd5f498ced5b5890498a19391cd363,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_d1935130d0db55959dd7c5c1988ba9b3,Alexis Dawson,"Dawson, Alexis",toronto_district_school_board,3,con_ad4f5205b3585964a574d5cb184c0015,3,,per_f8e87f6e60a5572da5a66143af184f01,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_0fafd29d4a225baf98cecc410765a8c3,Christina Gural,"Gural, Christina",toronto_district_school_board,3,con_ad4f5205b3585964a574d5cb184c0015,4,per_e8e209d2b0825e7d9fdde3275a2b3785,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_f26542d736ec5d39ba661dbefd895ea7,Fatin Ishraq,"Ishraq, Fatin",toronto_district_school_board,3,con_ad4f5205b3585964a574d5cb184c0015,5,per_e5e9e4995e9e5177890d1fb60f67265c,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_87d3e98df80d51819382dc33965bc920,Justin Mensah,"Mensah, Justin",toronto_district_school_board,3,con_ad4f5205b3585964a574d5cb184c0015,6,per_463ffadd9a6559b7b3aeeaf2372683d9,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_d6ebf240b3f35a67acc9e1ffc80d4ddf,Andrew Waters,"Waters, Andrew",toronto_district_school_board,3,con_ad4f5205b3585964a574d5cb184c0015,7,,per_74720b07b18859e3a62f1b68796a2968,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_68adaabd04ca53548df0dd7eaf2158c8,Jennifer Webster,"Webster, Jennifer",toronto_district_school_board,3,con_ad4f5205b3585964a574d5cb184c0015,8,per_6e5264a02e435db687e3c35b85f7b8e4,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_d4ab584a9bbd5256acfef42edaf29d1e,Gianfranco Cristiano,"Cristiano, Gianfranco",toronto_catholic_district_school_board,5,con_1a893e0185075aac84aaa2f03ac9b68b,1,,per_17a4a4648c2e5681a7adff5d7bfeab89,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_bcfeb2fa3b35551290bbd95e4de965b1,Maria Rizzo,"Rizzo, Maria",toronto_catholic_district_school_board,5,con_1a893e0185075aac84aaa2f03ac9b68b,2,,per_398a476f8e6a527f9ca5370d45d41886,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_6c24eafe36fc5421b1f20a497568e3b3,Carey De Pass,"De Pass, Carey",toronto_district_school_board,9,con_8e5b012815d65be59d5255f662188ff9,1,per_8cd764f7eeba54f1ad373f4813ab33c2,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_87691f4eaa3b5fad89bc09b6719b79e5,Christopher Mammoliti,"Mammoliti, Christopher",toronto_district_school_board,9,con_8e5b012815d65be59d5255f662188ff9,2,,per_2d23abe818995711b696fd8b8f2af4ed,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_225459bb53e25835a16c1731cd216699,Bill Wu,"Wu, Bill",toronto_district_school_board,9,con_8e5b012815d65be59d5255f662188ff9,3,,per_3dc5e0f7a94a5c0bae01c29f9000e8c1,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_b400c405df765e08a0a6a8644aaa701d,Sonny Yeung,"Yeung, Sonny",toronto_district_school_board,9,con_8e5b012815d65be59d5255f662188ff9,4,,per_dcf81aa9f2785dfe91089150ec4ccddc,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_0977564d534e5317abbd4b3955f27b83,Rosemarie Bryan,"Bryan, Rosemarie",toronto_district_school_board,1,con_9dfad42bc19054febb28653f85924335,1,per_edcc41390a185b6fab49aaca01070fce,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_d408d29fb4c353eb9f90086e7df9836c,Antonius Clarke,"Clarke, Antonius",toronto_district_school_board,1,con_9dfad42bc19054febb28653f85924335,2,,per_09499d1b8d795c61989b9b595fe8e015,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_3224e16ce5535e459bc5e4b8f8214aff,Matias de Dovitiis,"de Dovitiis, Matias",toronto_district_school_board,1,con_9dfad42bc19054febb28653f85924335,3,,per_a7d99bd4713856f0b911d07aef6c31ef,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_2f91a36290e058ea8f377bacce7ea2ff,Dennis Hastings,"Hastings, Dennis",toronto_district_school_board,1,con_9dfad42bc19054febb28653f85924335,4,,per_28aee1cff92751488df840b788c6aebf,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_de9b983c8f4d56819344555bfa37b15f,Amberley Ryan Henry,"Henry, Amberley Ryan",toronto_district_school_board,1,con_9dfad42bc19054febb28653f85924335,5,per_add9588393e452dfa16b41b0b0d5826c,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_01a1f4255c465a66ae1e93b82ef01b63,Lakhan Kang,"Kang, Lakhan",toronto_district_school_board,1,con_9dfad42bc19054febb28653f85924335,6,per_3b8429006cd55d61a82cb684a467ec0c,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_614647480cb456b4acff2b95864b823a,Benoit Fortin,"Fortin, Benoit",conseil_scolaire_viamonde,2,con_a31c9648fd7652af9ebff0c8c31209d0,1,,per_71d9ef804ac150c19f85fabaa83a7ada,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_61fa7af81c8957a0b39ed8104548795f,Jean-François L'Heureux,"LHeureux, Jean Francois",conseil_scolaire_viamonde,3,con_19627ee1cbdb502fa58102c95fd56f60,1,,per_752b7d7461ed56958c2f8873b66356d2,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_f1195ba08c7e563a8ac820d7773ed670,Anna-Karyna Ruszkowski,"Ruszkowski, Anna Karyna",conseil_scolaire_viamonde,3,con_19627ee1cbdb502fa58102c95fd56f60,2,,per_5119619cdfcf549caabec5d2986dc739,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_f0fb2688068356ad9277ff0a7a01a2f5,Timothy Ellis,"Ellis, Timothy",toronto_district_school_board,2,con_aa96b571d5b058db9f5c5873b2ad4be2,1,per_ba3fbf31a9fe5c73b9c487c8c1868c7e,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_dfc9ea28b5d053e4bfd0d7f836e1761c,Ivan Voitsytskyi,"Voitsytskyi, Ivan",toronto_district_school_board,2,con_aa96b571d5b058db9f5c5873b2ad4be2,2,per_c86c60c8729959eb8d31eab56f9ba4bd,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_ccf2917813195c81bfabc1dbfeeebfb3,Matthew Zaffino,"Zaffino, Matthew",toronto_district_school_board,2,con_aa96b571d5b058db9f5c5873b2ad4be2,3,per_4680abc205d9524e91d40d0e5ece5d24,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_9b9511aaebde561a82cfbb130bb8d0b6,Rhea Dechaine,"Dechaine, Rhea",conseil_scolaire_catholique_monavenir,4,con_fe81e8a8b82f5ea38c6e28dd5634adf0,1,,per_c5a0ed9f32ce542daae2171d3c5fe66c,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_e7c787f550605ea09c7eb8e0a4972aef,Clescadine Gustave,"Gustave, Clescadine",conseil_scolaire_catholique_monavenir,4,con_fe81e8a8b82f5ea38c6e28dd5634adf0,2,per_07180fa9e49a5acab4bb252d2b3b0c9c,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_6564e3e01a3c506b880b505fb4c79615,Derek McNulty,"McNulty, Derek",conseil_scolaire_catholique_monavenir,4,con_fe81e8a8b82f5ea38c6e28dd5634adf0,3,per_e740afb661d55956804d6b2523a42e9b,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_2ce1f567f57052e09357e59dd3ac8cec,Rosanna Araujo,"Araujo, Rosanna",toronto_catholic_district_school_board,10,con_4d496049c9cc579ea889bec791f24b24,1,per_e1d42d0877bf5294a22e35c92f2ae7ca,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_a914bd264614594fa4f70250bd565593,Teresa Colonna,"Colonna, Teresa",toronto_catholic_district_school_board,10,con_4d496049c9cc579ea889bec791f24b24,2,per_d84cdebd27ac58d6ac0a955e783b9ede,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_202423c400a55a29b4aeabbd24a546b6,Stephanie Loor Ruiz,"Loor Ruiz, Stephanie",toronto_catholic_district_school_board,10,con_4d496049c9cc579ea889bec791f24b24,3,per_0e15b12e445654fe89e447656681f11b,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_489331f6970f5c4cae48691377937359,Sal Piccininni,"Piccininni, Sal",toronto_catholic_district_school_board,10,con_4d496049c9cc579ea889bec791f24b24,4,,per_33b580c9ef4e56dcaafdaad27e3ce44a,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_578ca769a6ce55f68cce5609ee2d0a36,Paul Salvatori,"Salvatori, Paul",toronto_catholic_district_school_board,10,con_4d496049c9cc579ea889bec791f24b24,5,,per_d1dbc5742d8c53b2beef256d776743b1,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_292fef10530b5163a82e65c79829e541,Josiane Aboungono,"Aboungono, Josiane",conseil_scolaire_catholique_monavenir,3,con_115f6fc4b6c05dff81c1ffd7ad9b4628,1,per_01cb9cf02dc6551cbfbbc98756af4fd0,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_98881d67eba65ad08f3713f8be9fa98e,Yelena Nichilo,"Nichilo, Yelena",conseil_scolaire_catholique_monavenir,3,con_115f6fc4b6c05dff81c1ffd7ad9b4628,2,per_30c1e6230c2b5d84b5c5e98f0dc86d17,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_633c21ab1fb85a4d8e053f67b033741f,Angela Ogang,"Ogang, Angela",conseil_scolaire_catholique_monavenir,3,con_115f6fc4b6c05dff81c1ffd7ad9b4628,3,per_c9e8a478bf1d53dca76b16b558c8ae3a,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_656fcfdc512c5d22b05715336b449ee6,Celine DiNova,"DiNova, Celine",toronto_catholic_district_school_board,7,con_e629935a1823529bb36782bd248d73c5,1,,per_f9d52691639d546cb2c272512449404e,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_19957a0f657f53778c8d080c975d3a6c,Marissa Largo,"Largo, Marissa",toronto_catholic_district_school_board,7,con_e629935a1823529bb36782bd248d73c5,2,per_e5d95e47dee256a086927899e0539829,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_3c5cf71c069a58b5802a61568489e9b3,Gregory Rodriguez,"Rodriguez, Gregory",toronto_catholic_district_school_board,7,con_e629935a1823529bb36782bd248d73c5,3,,per_b1e037542ccb51439b82c5f1d80907dd,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_6b662e46d4595c758ff1692fdcc69824,Jennifer Di Francesco,"Di Francesco, Jennifer",toronto_catholic_district_school_board,1,con_73b70ffb6b6f58899e27e95e50a0d118,1,per_a451ee8fc0a55f6db7bb50e28ac5475a,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_ce2847d87160597bb60ecb945f851a26,Maria Dias,"Dias, Maria",toronto_catholic_district_school_board,1,con_73b70ffb6b6f58899e27e95e50a0d118,2,per_649dc6c63dc553c0bd708bbf7c40c51c,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_fbfd95dc861f59e3a88736d6aeb23bf3,Robert Pella,"Pella, Robert",toronto_catholic_district_school_board,1,con_73b70ffb6b6f58899e27e95e50a0d118,3,,per_49e3f7aa70e75f86af7426909f02bd74,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_822c91dc5b7859f3bffaebc49cb4a0ed,Tracey Haddleton,"Haddleton, Tracey",toronto_district_school_board,8,con_1a0884275ef45b808c610f448f58c70a,1,per_3d2c9a52b03a5cf7882be8d988fd1c58,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_8bbdbc503f8c50d1843f6094decf28c4,Ibrahim Hatia,"Hatia, Ibrahim",toronto_district_school_board,8,con_1a0884275ef45b808c610f448f58c70a,2,per_ac4480bc7d675476a6a5d6341c1a40ae,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_5e7c969bca2f5afb8c9048f5723b4519,Spiros Kapoglis,"Kapoglis, Spiros",toronto_district_school_board,8,con_1a0884275ef45b808c610f448f58c70a,3,per_b854b122d2c350ca91e6249d54c6c174,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_f41f04d241c35894a49f580c4eaab821,Imran Khan,"Khan, Imran",toronto_district_school_board,8,con_1a0884275ef45b808c610f448f58c70a,4,,per_923b2e92f28358469a6982fa22fcc7e3,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_89044a41dd6059df8e8c780e41562ab7,Dewitt Lee III,"Lee III, Dewitt",toronto_district_school_board,8,con_1a0884275ef45b808c610f448f58c70a,5,per_ef73b1c3ab9a52f496eb4c940600c274,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_f6cdb98f716f5927a6d7702be80db45f,Christine McGirr,"McGirr, Christine",toronto_district_school_board,8,con_1a0884275ef45b808c610f448f58c70a,6,,per_c4b0ed94a3c35d64ae0f0671db24b11c,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_cf329ed10ed3594894c05b6766a5436b,Farzana Rajwani,"Rajwani, Farzana",toronto_district_school_board,8,con_1a0884275ef45b808c610f448f58c70a,7,,per_97c8552379cd5742aaf1a3b183edfc6e,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_d8004d3122615bda892d893bba4560ee,Angela Kennedy,"Kennedy, Angela",toronto_catholic_district_school_board,11,con_d655651e923255dd88c1046c498c43e1,1,,per_5853689b88db555ca8a9431a01bdd81a,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_bb720ba2d1685e488eb701b6d49711a2,Anton Perera,"Perera, Anton",toronto_catholic_district_school_board,11,con_d655651e923255dd88c1046c498c43e1,2,,per_907c105d0a2057d2ab93b46f394bbbe2,results-2026-08-27.1,ba5a660
